PROTEIN	TAXON	sequences in db	letters in db	avrg length	hits	alignments	score	e-value	description
						1	263.0	3.85534e-27	gi|1570476161|ref|XP_027895802.1| vascular endothelial growth factor A isoform X2 [Xiphophorus couchianus]
						1	263.0	4.08553e-27	gi|961926810|ref|XP_014862830.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Poecilia mexicana]
						1	262.0	4.09941e-27	gi|768940747|ref|XP_011610292.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Takifugu rubripes]
						1	264.0	4.25308e-27	gi|1007724575|ref|XP_015803539.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Nothobranchius furzeri]
						1	264.0	4.53483e-27	gi|961926807|ref|XP_014862829.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Poecilia mexicana]
						1	261.0	4.59967e-27	gi|1211298155|ref|XP_021419091.1| vascular endothelial growth factor A-A-like isoform X1 [Oncorhynchus mykiss]
						1	261.0	4.64917e-27	gi|617428539|ref|XP_007561002.1| PREDICTED: vascular endothelial growth factor A isoform X3 [Poecilia formosa] >gi|961899965|ref|XP_014902840.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Poecilia latipinna]
						1	263.0	4.74922e-27	gi|1007724577|ref|XP_015803540.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Nothobranchius furzeri]
						1	261.0	4.75062e-27	gi|551497516|ref|XP_005800312.1| vascular endothelial growth factor A isoform X2 [Xiphophorus maculatus] >gi|1570476165|ref|XP_027895803.1| vascular endothelial growth factor A isoform X3 [Xiphophorus couchianus]
						1	261.0	4.90726e-27	gi|1158898610|ref|XP_020353994.1| vascular endothelial growth factor A-A-like isoform X1 [Oncorhynchus kisutch] >gi|1367515370|ref|XP_024241978.1| vascular endothelial growth factor A-A isoform X1 [Oncorhynchus tshawytscha]
						1	262.0	5.01151e-27	gi|658912442|ref|XP_008396253.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Poecilia reticulata]
						1	259.0	5.22982e-27	gi|1049253455|ref|XP_017566214.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X4 [Pygocentrus nattereri]
						1	262.0	6.04292e-27	gi|736154933|ref|XP_010768744.1| PREDICTED: vascular endothelial growth factor A isoform X3 [Notothenia coriiceps]
						1	261.0	6.91888e-27	gi|1316053611|ref|XP_023203320.1| vascular endothelial growth factor A isoform X1 [Xiphophorus maculatus] >gi|1570476157|ref|XP_027895800.1| vascular endothelial growth factor A isoform X1 [Xiphophorus couchianus]
						1	261.0	6.99366e-27	gi|617428536|ref|XP_007561001.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Poecilia formosa] >gi|961899961|ref|XP_014902839.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Poecilia latipinna]
						1	260.0	7.18503e-27	gi|1249057348|ref|XP_022528904.1| vascular endothelial growth factor A-A-like isoform X1 [Astyanax mexicanus]
						1	257.0	7.29612e-27	gi|431822460|gb|AGA84100.1| vascular endothelial growth factor A, partial [Chelon labrosus]
						1	258.0	8.32732e-27	gi|1469974001|ref|XP_026173953.1| vascular endothelial growth factor A isoform X3 [Mastacembelus armatus]
						1	263.0	8.52651e-27	gi|617428529|ref|XP_007560998.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Poecilia formosa]
						1	259.0	8.56929e-27	gi|1469147866|ref|XP_026081891.1| vascular endothelial growth factor A-A-like isoform X5 [Carassius auratus] >gi|1469149692|ref|XP_026090661.1| vascular endothelial growth factor A-A-like isoform X5 [Carassius auratus]
						1	260.0	8.78073e-27	gi|928037511|ref|XP_013867413.1| PREDICTED: vascular endothelial growth factor A isoform X3 [Austrofundulus limnaeus]
						1	255.0	9.95699e-27	gi|1564329010|gb|RXN25675.1| vascular endothelial growth factor A-A-like isoform X4 [Labeo rohita]
						1	256.0	1.07236e-26	gi|1511155490|ref|XP_026868352.1| vascular endothelial growth factor A-A isoform X2 [Electrophorus electricus]
						1	255.0	1.22049e-26	gi|929066801|ref|XP_014024642.1| PREDICTED: vascular endothelial growth factor A-A isoform X3 [Salmo salar]
						1	255.0	1.39097e-26	gi|1169052882|ref|XP_020479314.1| vascular endothelial growth factor A-like isoform X4 [Monopterus albus]
						1	254.0	1.4925e-26	gi|1129957341|ref|XP_019738298.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Hippocampus comes]
						1	256.0	1.64562e-26	gi|1025255307|ref|XP_016370350.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X5 [Sinocyclocheilus rhinocerous]
						1	256.0	1.91454e-26	gi|1020407102|ref|XP_016121071.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X6 [Sinocyclocheilus grahami]
						1	259.0	2.09299e-26	gi|928037507|ref|XP_013867411.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Austrofundulus limnaeus]
						1	258.0	2.21817e-26	gi|928037509|ref|XP_013867412.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Austrofundulus limnaeus]
						1	255.0	2.71749e-26	gi|1129957345|ref|XP_019738300.1| PREDICTED: vascular endothelial growth factor A isoform X4 [Hippocampus comes]
						1	258.0	2.85602e-26	gi|1469147864|ref|XP_026081885.1| vascular endothelial growth factor A-A-like isoform X4 [Carassius auratus] >gi|1469149690|ref|XP_026090652.1| vascular endothelial growth factor A-A-like isoform X4 [Carassius auratus]
						1	256.0	3.04617e-26	gi|742151028|ref|XP_010880656.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Esox lucius]
						1	255.0	3.10488e-26	gi|1395248521|gb|AWP19885.1| putative vascular endothelial growth factor A-A-like [Scophthalmus maximus]
						1	255.0	3.17258e-26	gi|1049271717|ref|XP_017576134.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Pygocentrus nattereri]
						1	258.0	3.61947e-26	gi|1469147862|ref|XP_026081876.1| vascular endothelial growth factor A-A-like isoform X3 [Carassius auratus] >gi|1469149688|ref|XP_026090643.1| vascular endothelial growth factor A-A-like isoform X3 [Carassius auratus]
						1	253.0	3.62156e-26	gi|966709114|gb|KTG41352.1| hypothetical protein cypCar_00030577 [Cyprinus carpio]
						1	253.0	3.90024e-26	gi|938063008|gb|KPP64531.1| placenta growth factor-like, partial [Scleropages formosus]
						1	257.0	4.93294e-26	gi|1469113715|ref|XP_026066206.1| vascular endothelial growth factor A-A-like isoform X3 [Carassius auratus]
						1	254.0	5.17126e-26	gi|929089968|ref|XP_014055705.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Salmo salar]
						1	248.0	5.21589e-26	gi|966713614|gb|KTG45852.1| hypothetical protein cypCar_00035774, partial [Cyprinus carpio]
						1	256.0	6.3178e-26	gi|1469113713|ref|XP_026066205.1| vascular endothelial growth factor A-A-like isoform X2 [Carassius auratus]
						1	253.0	6.3259e-26	gi|1511155488|ref|XP_026868351.1| vascular endothelial growth factor A-A isoform X1 [Electrophorus electricus]
						1	257.0	6.49319e-26	gi|736154929|ref|XP_010768739.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Notothenia coriiceps]
						1	252.0	6.82421e-26	gi|1343903532|ref|XP_023814841.1| vascular endothelial growth factor B isoform X2 [Oryzias latipes]
						1	253.0	7.14571e-26	gi|1211298158|ref|XP_021419103.1| vascular endothelial growth factor A-A-like isoform X2 [Oncorhynchus mykiss]
						1	253.0	7.46054e-26	gi|1158898613|ref|XP_020353995.1| vascular endothelial growth factor A-A-like isoform X2 [Oncorhynchus kisutch] >gi|1367515372|ref|XP_024241979.1| vascular endothelial growth factor A-A isoform X2 [Oncorhynchus tshawytscha]
						1	253.0	7.54139e-26	gi|1342974753|ref|XP_023845169.1| vascular endothelial growth factor A-A isoform X1 [Salvelinus alpinus]
						1	253.0	8.10603e-26	gi|974094376|ref|XP_015245597.1| PREDICTED: vascular endothelial growth factor A isoform X3 [Cyprinodon variegatus]
						1	253.0	8.19388e-26	gi|1389925815|ref|XP_024912405.1| vascular endothelial growth factor A isoform X3 [Cynoglossus semilaevis]
						1	252.0	1.00563e-25	gi|657790585|ref|XP_008322107.1| vascular endothelial growth factor A-A-like isoform X1 [Cynoglossus semilaevis]
						1	252.0	1.00887e-25	gi|1343066796|ref|XP_023836195.1| vascular endothelial growth factor A-A isoform X1 [Salvelinus alpinus]
						1	253.0	1.16821e-25	gi|974094374|ref|XP_015245596.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Cyprinodon variegatus]
						1	253.0	1.24435e-25	gi|1389925812|ref|XP_024912404.1| vascular endothelial growth factor A isoform X1 [Cynoglossus semilaevis]
						1	255.0	1.25877e-25	gi|1469113711|ref|XP_026066204.1| vascular endothelial growth factor A-A-like isoform X1 [Carassius auratus]
						1	257.0	1.29304e-25	gi|736154925|ref|XP_010768729.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Notothenia coriiceps]
						1	254.0	1.3501e-25	gi|1049253453|ref|XP_017566213.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X3 [Pygocentrus nattereri]
						1	251.0	1.40458e-25	gi|1143386258|ref|XP_019947336.1| PREDICTED: vascular endothelial growth factor A isoform X3 [Paralichthys olivaceus]
						1	253.0	1.48798e-25	gi|1049253451|ref|XP_017566212.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Pygocentrus nattereri]
						1	251.0	1.49164e-25	gi|928037513|ref|XP_013867414.1| PREDICTED: vascular endothelial growth factor A isoform X4 [Austrofundulus limnaeus]
						1	253.0	1.49342e-25	gi|974094372|ref|XP_015245595.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Cyprinodon variegatus]
						1	249.0	1.49954e-25	gi|1469022833|ref|XP_026115597.1| snake venom vascular endothelial growth factor toxin ICPP-like isoform X2 [Carassius auratus]
						1	247.0	1.50149e-25	gi|1158878955|ref|XP_020343593.1| placenta growth factor-like, partial [Oncorhynchus kisutch]
						1	249.0	1.53167e-25	gi|1520578604|ref|XP_027027771.1| placenta growth factor isoform X1 [Tachysurus fulvidraco]
						1	253.0	1.54972e-25	gi|742151024|ref|XP_010880655.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Esox lucius]
						1	249.0	1.55556e-25	gi|1469022831|ref|XP_026115596.1| snake venom vascular endothelial growth factor toxin ICPP-like isoform X1 [Carassius auratus]
						1	255.0	1.5754e-25	gi|1469147860|ref|XP_026081872.1| vascular endothelial growth factor A-A-like isoform X2 [Carassius auratus] >gi|1469149686|ref|XP_026090634.1| vascular endothelial growth factor A-A-like isoform X2 [Carassius auratus]
						1	255.0	1.6085e-25	gi|1469147858|ref|XP_026081863.1| vascular endothelial growth factor A-A-like isoform X1 [Carassius auratus] >gi|1469149684|ref|XP_026090626.1| vascular endothelial growth factor A-A-like isoform X1 [Carassius auratus]
						1	253.0	1.62004e-25	gi|742151022|ref|XP_010880654.1| PREDICTED: vascular endothelial growth factor A isoform X5 [Esox lucius]
						1	251.0	1.74244e-25	gi|657751332|ref|XP_008311098.1| vascular endothelial growth factor A isoform X2 [Cynoglossus semilaevis]
						1	250.0	1.94673e-25	gi|185132733|ref|NP_001117889.1| vascular endothelial growth factor precursor [Oncorhynchus mykiss] >gi|1158857128|ref|XP_020308492.1| vascular endothelial growth factor A-A isoform X1 [Oncorhynchus kisutch] >gi|1367431786|ref|XP_024257840.1| vascular endothelial growth factor A-A-like isoform X1 [Oncorhynchus tshawytscha] >gi|49292181|emb|CAG30564.1| vascular endothelial growth factor precursor [Oncorhynchus mykiss] >gi|642108111|emb|CDQ72646.1| unnamed protein product [Oncorhynchus mykiss]
						1	251.0	1.95246e-25	gi|1143386256|ref|XP_019947335.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Paralichthys olivaceus]
						1	250.0	2.01482e-25	gi|1083299633|ref|XP_018598976.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Scleropages formosus]
						1	254.0	2.07454e-25	gi|1049253447|ref|XP_017566209.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Pygocentrus nattereri] >gi|1049253449|ref|XP_017566210.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Pygocentrus nattereri]
						1	251.0	2.90479e-25	gi|1143386254|ref|XP_019947334.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Paralichthys olivaceus]
						1	245.0	3.12371e-25	gi|1083324910|ref|XP_018612746.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Scleropages formosus]
						1	247.0	3.16113e-25	gi|1503251439|ref|XP_026789590.1| placenta growth factor isoform X1 [Pangasianodon hypophthalmus]
						1	251.0	3.46322e-25	gi|1020407100|ref|XP_016121063.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X5 [Sinocyclocheilus grahami]
						1	251.0	3.82677e-25	gi|1199356999|ref|XP_021175261.1| vascular endothelial growth factor A [Fundulus heteroclitus]
						1	246.0	4.27758e-25	gi|1207158036|ref|XP_021324415.1| placenta growth factor-like [Danio rerio]
						1	250.0	4.33585e-25	gi|1025255303|ref|XP_016370348.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X4 [Sinocyclocheilus rhinocerous]
						1	250.0	4.52843e-25	gi|1248983206|ref|XP_022519665.1| vascular endothelial growth factor A-A isoform X2 [Astyanax mexicanus]
						1	248.0	4.62195e-25	gi|410904629|ref|XP_003965794.1| PREDICTED: vascular endothelial growth factor A-A-like [Takifugu rubripes]
						1	248.0	4.65839e-25	gi|742243946|ref|XP_010863502.1| PREDICTED: vascular endothelial growth factor A-A isoform X1 [Esox lucius]
						1	246.0	4.68574e-25	gi|1367388308|ref|XP_024256411.1| placenta growth factor-like [Oncorhynchus tshawytscha] >gi|1367473701|ref|XP_024293121.1| placenta growth factor-like [Oncorhynchus tshawytscha]
						1	250.0	4.72641e-25	gi|1025255292|ref|XP_016370347.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X3 [Sinocyclocheilus rhinocerous]
						1	250.0	5.3166e-25	gi|1020407096|ref|XP_016121050.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X3 [Sinocyclocheilus grahami] >gi|1020407098|ref|XP_016121057.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X4 [Sinocyclocheilus grahami]
						1	250.0	5.37042e-25	gi|1101568425|ref|XP_018949927.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X7 [Cyprinus carpio]
						1	242.0	5.75498e-25	gi|1020596383|ref|XP_016117185.1| PREDICTED: snake venom vascular endothelial growth factor toxin ICPP-like isoform X1 [Sinocyclocheilus grahami] >gi|1020596388|ref|XP_016117186.1| PREDICTED: snake venom vascular endothelial growth factor toxin ICPP-like isoform X2 [Sinocyclocheilus grahami]
						1	246.0	5.75971e-25	gi|1083299635|ref|XP_018598978.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Scleropages formosus]
						1	250.0	5.79158e-25	gi|1101568423|ref|XP_018949926.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X6 [Cyprinus carpio]
						1	245.0	5.98236e-25	gi|1042376578|ref|XP_017332714.1| PREDICTED: placenta growth factor [Ictalurus punctatus]
						1	245.0	6.04738e-25	gi|1338775261|ref|XP_023684304.1| placenta growth factor [Paramormyrops kingsleyae]
						1	250.0	7.00236e-25	gi|1248983204|ref|XP_022519664.1| vascular endothelial growth factor A-A isoform X1 [Astyanax mexicanus]
						1	249.0	7.73051e-25	gi|1503223545|ref|XP_026778625.1| vascular endothelial growth factor A isoform X2 [Pangasianodon hypophthalmus]
						1	250.0	8.09703e-25	gi|1343903530|ref|XP_023814840.1| vascular endothelial growth factor B isoform X1 [Oryzias latipes]
						1	250.0	8.57262e-25	gi|1101568421|ref|XP_018949925.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X5 [Cyprinus carpio]
						1	244.0	8.58089e-25	gi|1520578607|ref|XP_027027772.1| placenta growth factor isoform X2 [Tachysurus fulvidraco]
						1	250.0	8.66439e-25	gi|1025255288|ref|XP_016370346.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Sinocyclocheilus rhinocerous]
						1	245.0	8.76924e-25	gi|1024957493|ref|XP_016299678.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X4 [Sinocyclocheilus anshuiensis]
						1	250.0	8.93773e-25	gi|1020407092|ref|XP_016121036.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Sinocyclocheilus grahami] >gi|1020407094|ref|XP_016121042.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Sinocyclocheilus grahami]
						1	250.0	9.22777e-25	gi|1101568419|ref|XP_018949924.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X4 [Cyprinus carpio]
						1	250.0	9.22777e-25	gi|1025255284|ref|XP_016370345.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Sinocyclocheilus rhinocerous]
						1	245.0	9.79618e-25	gi|1137532761|ref|XP_019911844.1| PREDICTED: vascular endothelial growth factor A isoform X3 [Esox lucius]
						1	250.0	1.15546e-24	gi|1101568417|ref|XP_018949923.1| PREDICTED: vascular endothelial growth factor A-like isoform X3 [Cyprinus carpio]
						1	248.0	1.26524e-24	gi|1511152783|ref|XP_026866897.1| vascular endothelial growth factor A isoform X3 [Electrophorus electricus]
						1	247.0	1.29153e-24	gi|1511152785|ref|XP_026866899.1| vascular endothelial growth factor A isoform X4 [Electrophorus electricus]
						1	247.0	1.34735e-24	gi|1101654361|ref|XP_018938485.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X4 [Cyprinus carpio]
						1	247.0	1.37708e-24	gi|1101654359|ref|XP_018938478.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X3 [Cyprinus carpio]
						1	244.0	1.69559e-24	gi|929066797|ref|XP_014024621.1| PREDICTED: vascular endothelial growth factor A-A isoform X1 [Salmo salar]
						1	250.0	1.71866e-24	gi|1101568413|ref|XP_018949921.1| PREDICTED: vascular endothelial growth factor A-like isoform X1 [Cyprinus carpio]
						1	241.0	1.79004e-24	gi|1503251442|ref|XP_026789591.1| placenta growth factor isoform X2 [Pangasianodon hypophthalmus]
						1	249.0	1.83719e-24	gi|1101568415|ref|XP_018949922.1| PREDICTED: vascular endothelial growth factor A-like isoform X2 [Cyprinus carpio]
						1	242.0	1.88894e-24	gi|1211293179|ref|XP_021430022.1| placenta growth factor-like [Oncorhynchus mykiss]
